ID,Gloss,LGR,Meaning,Glottocode
apah1238_1,1,false,first person,apah1238
apah1238_2,2,false,second person,apah1238
apah1238_3,3,false,third person,apah1238
apah1238_4,POSS,true,possessive,apah1238
apah1238_5,ADV,true,adverbial,apah1238
apah1238_6,ANA,false,(unclear),apah1238
apah1238_7,ATTR,false,stative,apah1238
apah1238_8,BEN ,true,benefactive,apah1238
apah1238_9,CAUSE,false,cause,apah1238
apah1238_10,CLASS,false,(unclear),apah1238
apah1238_11,COMPL,false,completive,apah1238
apah1238_12,CONJ,false,conjunction,apah1238
apah1238_13,DEI,false,(unclear),apah1238
apah1238_14,DEM,true,demonstrative,apah1238
apah1238_15,DET,true,determiner,apah1238
apah1238_16,DIR,false,directional,apah1238
apah1238_17,DONE,false,(unclear),apah1238
apah1238_18,DS,false,different subject,apah1238
apah1238_19,EXCL,true,exclusive,apah1238
apah1238_20,EXIST,false,existential,apah1238
apah1238_21,FOC,true,focsu,apah1238
apah1238_22,FOC,true,focus,apah1238
apah1238_23,FUT,true,future,apah1238
apah1238_24,GIV,false,given,apah1238
apah1238_25,IM.FUT,false,immediate future,apah1238
apah1238_26,IM.PST,false,immediate past,apah1238
apah1238_27,INF,true,infinitive,apah1238
apah1238_28,INS,false,instrument,apah1238
apah1238_29,INTJ,false,interjection,apah1238
apah1238_30,IRR,false,irrealis,apah1238
apah1238_31,LOC,true,locative,apah1238
apah1238_32,NEG,true,negation,apah1238
apah1238_33,NR,true,nominalizer,apah1238
apah1238_34,OBJ,true,object,apah1238
apah1238_35,p ,true,plural,apah1238
apah1238_36,PART,false,participle,apah1238
apah1238_37,PN,false,personal name,apah1238
apah1238_38,PREP,false,(unclear),apah1238
apah1238_39,PRIOR,false,prior,apah1238
apah1238_40,PROG,true,progressive,apah1238
apah1238_41,PRS,true,present,apah1238
apah1238_42,PST,true,past,apah1238
apah1238_43,Q,false,question,apah1238
apah1238_44,REL,false,(unclear),apah1238
apah1238_45,REM.PST,false,remote past,apah1238
apah1238_46,RFL,true,reflexive,apah1238
apah1238_47,s,true,singular,apah1238
apah1238_48,SF,false,stem former,apah1238
apah1238_49,SS,false,same subject,apah1238
arap1274_50,0,false,"inanimate ""person""",arap1274
arap1274_51,1,false,first person,arap1274
arap1274_52,2,false,second person,arap1274
arap1274_53,3,false,third person,arap1274
arap1274_54,4,false,fourth person,arap1274
arap1274_55,12,false,first person inclusive,arap1274
arap1274_56,ADV,true,adverbial,arap1274
arap1274_57,ALLAT,true,allative,arap1274
arap1274_58,CAUS,true,causative,arap1274
arap1274_59,DEPPART,false,dependent participle,arap1274
arap1274_60,DETACH,false,detachment marker,arap1274
arap1274_61,DETACH,false,detachment marker,arap1274
arap1274_62,DUBIT,false,dubitative,arap1274
arap1274_63,EMPH,false,emphatic,arap1274
arap1274_64,EMPH,false,emphatic,arap1274
arap1274_65,FUT,true,future tense,arap1274
arap1274_66,HABIT,false,habitual,arap1274
arap1274_67,IC,false,initial change,arap1274
arap1274_68,IMPER,true,imperative,arap1274
arap1274_69,IMPERF,true,imperfective,arap1274
arap1274_70,INDEF,true,indefinite,arap1274
arap1274_71,INSTR,true,instrumental,arap1274
arap1274_72,INTENSE,false,intensifier,arap1274
arap1274_73,INTERR,false,interrogative,arap1274
arap1274_74,IRREALIS,true,irrealis,arap1274
arap1274_75,ITER,false,iterative,arap1274
arap1274_76,LOC,true,locative,arap1274
arap1274_77,MIRATIVE,false,mirative,arap1274
arap1274_78,NA,false,animate noun,arap1274
arap1274_79,NARRPAST,false,narrative past tense,arap1274
arap1274_80,NEG,true,negation,arap1274
arap1274_81,NI,false,inanimate noun,arap1274
arap1274_82,OBLIG,false,obligatory,arap1274
arap1274_83,OBV,false,obviative,arap1274
arap1274_84,PASS,true,passive,arap1274
arap1274_85,PAST,true,past tense,arap1274
arap1274_86,PERF,true,perfect,arap1274
arap1274_87,PL,true,plural,arap1274
arap1274_88,POTENT,false,potential,arap1274
arap1274_89,PROHIB,true,prohibitive,arap1274
arap1274_90,REDUP,false,reduplication,arap1274
arap1274_91,REFL/RECIP,false,reflexive/reciprocal,arap1274
arap1274_92,S,true,singular,arap1274
arap1274_93,SUBJ,true,subjunctive,arap1274
arap1274_94,SUGG,false,suggestive imperative,arap1274
arap1274_95,SUPERL,false,superlative,arap1274
arap1274_96,VENTAT,false,ventative,arap1274
bain1259_97,1,false,first person,bain1259
bain1259_98,2,false,second person,bain1259
bain1259_99,3,false,third person,bain1259
bain1259_100,Adj,true,adjective,bain1259
bain1259_101,Agr,false,agreement marker,bain1259
bain1259_102,Antc,false,anticipatory,bain1259
bain1259_103,Appl,true,applicative,bain1259
bain1259_104,AUX,true,auxiliary,bain1259
bain1259_105,Ben,true,benefactive,bain1259
bain1259_106,Caus,true,causative,bain1259
bain1259_107,Cl,false,class marker,bain1259
bain1259_108,Comp,true,complementizer,bain1259
bain1259_109,Cond,true,conditional,bain1259
bain1259_110,Conn,false,connective,bain1259
bain1259_111,Dem,true,demonstrative,bain1259
bain1259_112,Der,false,derivational affix,bain1259
bain1259_113,dist,true,distal demonstrative,bain1259
bain1259_114,Distr,true,distributive,bain1259
bain1259_115,Emp,false,(unclear),bain1259
bain1259_116,EMP,false,(unclear),bain1259
bain1259_117,Emph,false,emphasis,bain1259
bain1259_118,excl,false,exclusive,bain1259
bain1259_119,Foc,true,focus,bain1259
bain1259_120,Fut,true,future,bain1259
bain1259_121,Ger,false,gerund,bain1259
bain1259_122,Hab,false,habital,bain1259
bain1259_123,Imp,true,imperative,bain1259
bain1259_124,Inact,false,inactual tense,bain1259
bain1259_125,incl,true,inclusive,bain1259
bain1259_126,Int,false,interjection,bain1259
bain1259_127,Irr,true,irrealis,bain1259
bain1259_128,itr.,true,intransitive,bain1259
bain1259_129,Loc,true,locative,bain1259
bain1259_130,Mod,false,modal particle,bain1259
bain1259_131,NC,false,noun class,bain1259
bain1259_132,Neg,true,negation,bain1259
bain1259_133,Obj,true,object,bain1259
bain1259_134,Pass,true,passive,bain1259
bain1259_135,Perf,true,perfective,bain1259
bain1259_136,Pl,true,plural,bain1259
bain1259_137,Poss ,true,possessive,bain1259
bain1259_138,Prep,false,preposition,bain1259
bain1259_139,Pron,false,pronoun,bain1259
bain1259_140,Rec,true,reciprocal,bain1259
bain1259_141,Refl,true,reflexive,bain1259
bain1259_142,Rel,true,relative pronoun,bain1259
bain1259_143,Rev,false,reversive,bain1259
bain1259_144,Sbj,true,subject,bain1259
bain1259_145,Sg,true,singular,bain1259
bain1259_146,Sub,false,subordinating morpheme,bain1259
bain1259_147,Subj,true,subject,bain1259
bain1259_148,TAM,false,tense aspect mood,bain1259
bain1259_149,tr.,true,transitive,bain1259
bain1259_150,Ven,false,venitive,bain1259
beja1238_151,1,false,first person,beja1238
beja1238_152,2,false,second person,beja1238
beja1238_153,3,false,third person,beja1238
beja1238_154,ABL,true,ablative,beja1238
beja1238_155,ABST,false,abstract suffix,beja1238
beja1238_156,ACC,true,accusative,beja1238
beja1238_157,ACMP,false,(unclear),beja1238
beja1238_158,ADJ,true,adjective,beja1238
beja1238_159,ADJVZ,false,adjectivizer,beja1238
beja1238_160,ADJZ,false,adjectivizer,beja1238
beja1238_161,ADJZR,false,adjectivizer,beja1238
beja1238_162,ADRE,false,addressee,beja1238
beja1238_163,ADRF,false,form of address,beja1238
beja1238_164,ADVS,false,adversative,beja1238
beja1238_165,ANT,false,converb,beja1238
beja1238_166,AOR,false,aorist,beja1238
beja1238_167,ATTENU,false,(unclear),beja1238
beja1238_168,AUG,false,augmentative,beja1238
beja1238_169,CAUS,true,causative,beja1238
beja1238_170,circ,false,circumfix,beja1238
beja1238_171,CMPR,false,comparative,beja1238
beja1238_172,COLL,false,(unclear),beja1238
beja1238_173,COM,true,comitative,beja1238
beja1238_174,CONTR,false,contrastive,beja1238
beja1238_175,COORD,false,coordinative,beja1238
beja1238_176,COP,true,copula,beja1238
beja1238_177,CSL,false,casual,beja1238
beja1238_178,CVB,false,simultaneity,beja1238
beja1238_179,DAT,true,dative,beja1238
beja1238_180,DBL,false,double,beja1238
beja1238_181,DEF,true,definite,beja1238
beja1238_182,DIM,false,diminuitive,beja1238
beja1238_183,DIR,false,directional,beja1238
beja1238_184,DIST,true,distal,beja1238
beja1238_185,DISTR,true,distributive,beja1238
beja1238_186,DM,false,(unclear),beja1238
beja1238_187,EMPH,false,emphatic,beja1238
beja1238_188,EXCM,false,exclamation,beja1238
beja1238_189,F,true,female,beja1238
beja1238_190,FS,false,false start,beja1238
beja1238_191,FUTL,true,future,beja1238
beja1238_192,GEN,true,genitive,beja1238
beja1238_193,GNRL,false,general,beja1238
beja1238_194,HESIT,false,hesitation,beja1238
beja1238_195,IMP,true,imperative,beja1238
beja1238_196,INDF,true,indefinite,beja1238
beja1238_197,INT ,false,intensive,beja1238
beja1238_198,INTJ,false,interjection,beja1238
beja1238_199,IPFV,true,imperfective,beja1238
beja1238_200,L,false,linker clitic,beja1238
beja1238_201,LINK,false,(unclear),beja1238
beja1238_202,LOC,true,locative,beja1238
beja1238_203,M,true,masculine,beja1238
beja1238_204,MID,false,(unclear),beja1238
beja1238_205,MNR,false,manner,beja1238
beja1238_206,MOY,false,(unclear),beja1238
beja1238_207,N.AC,false,action noun,beja1238
beja1238_208,N.AGN,false,agent noun,beja1238
beja1238_209,NEG,true,negation,beja1238
beja1238_210,NML,false,(unclear),beja1238
beja1238_211,NMLZ,true,nominalizer,beja1238
beja1238_212,NOM,true,nominative,beja1238
beja1238_213,NREG,false,(unclear),beja1238
beja1238_214,OBJ,true,object,beja1238
beja1238_215,OPT,false,optative,beja1238
beja1238_216,ORD,false,ordinal,beja1238
beja1238_217,PASS,true,passive,beja1238
beja1238_218,PFV,true,perfective,beja1238
beja1238_219,PL,true,plural,beja1238
beja1238_220,PLAC,false,pluractional,beja1238
beja1238_221,PLC,false,(unclear),beja1238
beja1238_222,POSS,true,possessive,beja1238
beja1238_223,POT,false,potential,beja1238
beja1238_224,PROH,true,prohibitive,beja1238
beja1238_225,PROX,true,proximal,beja1238
beja1238_226,RCPT,false,recipient,beja1238
beja1238_227,RECP,true,reciprocal,beja1238
beja1238_228,REFL,true,reflexive,beja1238
beja1238_229,REL,false,relator,beja1238
beja1238_230,SEQ,false,sequential,beja1238
beja1238_231,SG,true,singular,beja1238
beja1238_232,SIMIL,false,similative,beja1238
beja1238_233,SING,false,singulative,beja1238
beja1238_234,SMLT,false,simultaneity,beja1238
beja1238_235,VBLZ,false,verbalizer,beja1238
beja1238_236,VN,false,verbonominal,beja1238
beja1238_237,VOC,true,vocative,beja1238
bora1263_238,1,false,first person,bora1263
bora1263_239,2,false,second person,bora1263
bora1263_240,3,false,third person,bora1263
bora1263_241,ABL,true,ablative case,bora1263
bora1263_242,ACC,true,accusative case,bora1263
bora1263_243,AFIR,false,affirmative,bora1263
bora1263_244,ALL,true,allative case,bora1263
bora1263_245,ANIM,false,animate,bora1263
bora1263_246,AUG,false,augmentative,bora1263
bora1263_247,BEN,true,benefactive case,bora1263
bora1263_248,CAUS,true,causative,bora1263
bora1263_249,CLF,true,classifier,bora1263
bora1263_250,CMPV,false,comparative,bora1263
bora1263_251,CON,false,sentence connector,bora1263
bora1263_252,COND,true,conditional,bora1263
bora1263_253,COP,true,copula,bora1263
bora1263_254,DIM,false,diminutitive,bora1263
bora1263_255,DIR,false,directional,bora1263
bora1263_256,DU,true,dual,bora1263
bora1263_257,EXCL,true,exclusive,bora1263
bora1263_258,F,true,feminine,bora1263
bora1263_259,FRUS,false,frustrative,bora1263
bora1263_260,FUT,true,future,bora1263
bora1263_261,HAB,false,habitual,bora1263
bora1263_262,IFR,false,inferential evidentiality,bora1263
bora1263_263,IMP,true,imperative,bora1263
bora1263_264,INAN,false,inanimate,bora1263
bora1263_265,INST,true,instrumental,bora1263
bora1263_266,INTER,false,interrogative,bora1263
bora1263_267,INTR LOC,false,intransitive locative case,bora1263
bora1263_268,M,true,masculine,bora1263
bora1263_269,MULT,false,multiple action,bora1263
bora1263_270,NEG,true,negation,bora1263
bora1263_271,NMZ,true,nominalizer,bora1263
bora1263_272,PERF,true,perfective,bora1263
bora1263_273,PERT,false,pertaining to,bora1263
bora1263_274,PL,true,plural,bora1263
bora1263_275,PN,false,third person pronoun,bora1263
bora1263_276,POSS,true,possessive,bora1263
bora1263_277,PRED,false,predicate,bora1263
bora1263_278,PROB,false,probability,bora1263
bora1263_279,PROX,true,proximal,bora1263
bora1263_280,PURP,true,purposive,bora1263
bora1263_281,Q,false,interrogative particle,bora1263
bora1263_282,Q!TOT,true,quotative,bora1263
bora1263_283,REC,false,recent past,bora1263
bora1263_284,RECP,true,reciprocral,bora1263
bora1263_285,REFL,true,reflexive,bora1263
bora1263_286,REM,false,remote past,bora1263
bora1263_287,REP,false,repetitive,bora1263
bora1263_288,REST,false,restrictive,bora1263
bora1263_289,SG,true,singular,bora1263
bora1263_290,SIM,false,similar to,bora1263
bora1263_291,SOC,false,sociative case,bora1263
bora1263_292,STA,false,stative,bora1263
bora1263_293,TR,true,transitive,bora1263
bora1263_294,VBZ,false,verbalizer,bora1263
bora1263_295,VOC,true,vocative,bora1263
bora1263_296,NC,false,not classified,bora1263
dolg1241_297,1,false,first person,dolg1241
dolg1241_298,2,false,second person,dolg1241
dolg1241_299,3,false,third person,dolg1241
dolg1241_300,ABL,true,ablative,dolg1241
dolg1241_301,ACC,true,accusative,dolg1241
dolg1241_302,ADJZ,false,adjectivizer,dolg1241
dolg1241_303,ADVZ,false,adverbializer,dolg1241
dolg1241_304,AFFIRM,false,affirmation,dolg1241
dolg1241_305,AG,false,agent,dolg1241
dolg1241_306,ANT,false,anteriority,dolg1241
dolg1241_307,APRX,false,approximately,dolg1241
dolg1241_308,CAP,false,(unclear),dolg1241
dolg1241_309,CAUS,true,causative,dolg1241
dolg1241_310,COLL,false,collective,dolg1241
dolg1241_311,COM,true,commitative,dolg1241
dolg1241_312,COMP,false,comparative,dolg1241
dolg1241_313,COND ,true,conditional,dolg1241
dolg1241_314,CVB,true,converb,dolg1241
dolg1241_315,DAT,true,dative,dolg1241
dolg1241_316,DIM,false,diminuitive,dolg1241
dolg1241_317,DISTR,false,distributive,dolg1241
dolg1241_318,DRV,false,(unclear),dolg1241
dolg1241_319,DU,true,dual,dolg1241
dolg1241_320,EMOT,false,(unclear),dolg1241
dolg1241_321,EMPH,false,emphasis,dolg1241
dolg1241_322,EP,false,epenthetic,dolg1241
dolg1241_323,EVID,false,(unclear),dolg1241
dolg1241_324,EX,true,exclusive,dolg1241
dolg1241_325,FREQ,false,(unclear),dolg1241
dolg1241_326,FUT,true,future,dolg1241
dolg1241_327,GEN,true,genitive,dolg1241
dolg1241_328,HAB,false,habitual,dolg1241
dolg1241_329,IMP ,true,imperative,dolg1241
dolg1241_330,INCH,false,inchoative,dolg1241
dolg1241_331,INDEF,true,indefinite,dolg1241
dolg1241_332,INFER,false,inference,dolg1241
dolg1241_333,INSTR,true,instrumental,dolg1241
dolg1241_334,INTJ,false,interjection,dolg1241
dolg1241_335,INTNS,false,intensive particle,dolg1241
dolg1241_336,ITER,false,iterative,dolg1241
dolg1241_337,LIM,false,(unclear),dolg1241
dolg1241_338,LOC,true,locative,dolg1241
dolg1241_339,MED,false,(unclear),dolg1241
dolg1241_340,MLTP,false,multiplicative,dolg1241
dolg1241_341,MOD,false,modal,dolg1241
dolg1241_342,MULT,false,multiplicative,dolg1241
dolg1241_343,NEC,false,necessary,dolg1241
dolg1241_344,NEG,true,negation,dolg1241
dolg1241_345,NMNZ,true,nominalizer,dolg1241
dolg1241_346,NOM ,true,nominative,dolg1241
dolg1241_347,ORD,false,ordinal,dolg1241
dolg1241_348,PART,false,partitive,dolg1241
dolg1241_349,PASS ,true,passive,dolg1241
dolg1241_350,PL,true,plural,dolg1241
dolg1241_351,POSS,true,possessive,dolg1241
dolg1241_352,POT,false,(unclear),dolg1241
dolg1241_353,PROPR,false,proper name,dolg1241
dolg1241_354,PRS,true,present,dolg1241
dolg1241_355,PST1,false,past 1,dolg1241
dolg1241_356,PST2,false,past 2,dolg1241
dolg1241_357,PTCP,true,participle,dolg1241
dolg1241_358,PURP,false,purpose,dolg1241
dolg1241_359,Q,false,question particle,dolg1241
dolg1241_360,RECP,true,reciprocal,dolg1241
dolg1241_361,REFL,true,reflexive,dolg1241
dolg1241_362,SEQ,false,sequential,dolg1241
dolg1241_363,SG,true,singular,dolg1241
dolg1241_364,SIM,false,simultaneity,dolg1241
dolg1241_365,TEMP,false,temporal,dolg1241
dolg1241_366,VBZ,false,verbializer,dolg1241
even1259_367,1,false,first person,even1259
even1259_368,2,false,second person,even1259
even1259_369,3,false,third person,even1259
even1259_370,ABL,true,ablative,even1259
even1259_371,ACC,true,accusative,even1259
even1259_372,ACCIN,false,accusative indefinite,even1259
even1259_373,ADAPT,false,adaptive,even1259
even1259_374,ADJ,true,adjective,even1259
even1259_375,ADV,true,adverb(ial),even1259
even1259_376,ADVZ,false,adverbializer,even1259
even1259_377,ADVZ.QT,false,suffix for the number of times,even1259
even1259_378,ALL,true,allative,even1259
even1259_379,ANGI,false,(unclear),even1259
even1259_380,ATR,false,adjectivizing suffix,even1259
even1259_381,ATR.PROPR,false,adjectivizing suffix for property,even1259
even1259_382,ATR.QUAL,false,adjectivizing suffix for quality,even1259
even1259_383,ATR.STAT,false,adjectivizing suffix for state,even1259
even1259_384,ATR.TEMP,false,adjectivizing suffix for time,even1259
even1259_385,ATTEN,false,(unclear),even1259
even1259_386,CAUS,true,causative,even1259
even1259_387,CHILD,false,nominal suffix 'children',even1259
even1259_388,COLL,false,collective,even1259
even1259_389,COM,true,comitative,even1259
even1259_390,COMIT,true,comitative,even1259
even1259_391,COMP,true,complementizer,even1259
even1259_392,COMPAR,false,comparative,even1259
even1259_393,CON,false,(unclear),even1259
even1259_394,COND,true,conditional,even1259
even1259_395,CV,false,converbal form,even1259
even1259_396,CVANT,false,converbal anterior tense,even1259
even1259_397,CVBD,false,(unclear),even1259
even1259_398,CVNSIM,false,(unclear),even1259
even1259_399,CVPOST,false,converb posterior tense,even1259
even1259_400,CVSIM,false,converb simultaneity,even1259
even1259_401,DATLOC,false,dative-locative case,even1259
even1259_402,DAY,false,affix for 'day',even1259
even1259_403,DECAUS,false,decausative,even1259
even1259_404,DES,false,desiderative,even1259
even1259_405,DISTR,true,distributive,even1259
even1259_406,DSPRS,false,dispersive,even1259
even1259_407,DUAL,true,dual,even1259
even1259_408,DUR,true,durative,even1259
even1259_409,ELAT,false,elative case,even1259
even1259_410,EQT,false,equative form,even1259
even1259_411,EVERY,false,nominal suffix for 'every',even1259
even1259_412,EXCL,true,exclusive,even1259
even1259_413,FAG,false,(unclear),even1259
even1259_414,FAKE,false,suffix for 'fake',even1259
even1259_415,FAM,false,familiar,even1259
even1259_416,FAN,false,(unclear),even1259
even1259_417,FOC,true,focus,even1259
even1259_418,FUT,true,future,even1259
even1259_419,FUTCNT,false,future contact,even1259
even1259_420,GATHER,false,affix for 'gather',even1259
even1259_421,HAB,false,habitual aspect,even1259
even1259_422,HES,false,hesitation,even1259
even1259_423,HUNT,false,affix for 'hunt',even1259
even1259_424,IMPER,false,imperative,even1259
even1259_425,IMPERDIST,false,distal imperative,even1259
even1259_426,INCEP,false,inceptive ,even1259
even1259_427,INCH,false,inchoative,even1259
even1259_428,INCL,true,inclusive,even1259
even1259_429,INDEF,true,indefinite,even1259
even1259_430,INDPS,false,(unclear),even1259
even1259_431,INF,true,infinitive,even1259
even1259_432,INH,false,(unclear),even1259
even1259_433,INSTR,true,intrumental case,even1259
even1259_434,INTENT,false,intentive / intentional,even1259
even1259_435,INTER,true,interrogative,even1259
even1259_436,INTJ,false,interjection,even1259
even1259_437,INTS,false,intensive,even1259
even1259_438,IPFV,true,imperfective,even1259
even1259_439,ITER,false,iterative aspect,even1259
even1259_440,LIM,false,limitative,even1259
even1259_441,LOCALL,false,locative-allative case,even1259
even1259_442,LOCDIR,false,locative-directive case,even1259
even1259_443,NEG,true,negation/negative,even1259
even1259_444,NEW.FAM,false,(unclear),even1259
even1259_445,NFUT,false,non-future tense ,even1259
even1259_446,NMLZ,true,nominalizer/nominalization,even1259
even1259_447,NMLZ.AG,false,nominalizer for agent,even1259
even1259_448,NMLZ.QUAL,false,nominalizer for quality,even1259
even1259_449,NMLZ.RES,false,nominalizer for residue,even1259
even1259_450,NMLZ.RS,false,nominalizer (unclear for what),even1259
even1259_451,NMLZ.SET,false,nominalizer for set,even1259
even1259_452,NMLZ.TEMP,false,nominalizer for time,even1259
even1259_453,NUM.TEN,false,nominalizer (unclear for what),even1259
even1259_454,ONOM,false,onomatopoeia,even1259
even1259_455,ORD,false,ordinal numeral,even1259
even1259_456,ORDER,false,suffix for 'one after the other',even1259
even1259_457,PANT,false,anterior participle,even1259
even1259_458,PASS,true,passive,even1259
even1259_459,PEJOR,false,pejorative,even1259
even1259_460,PHAB,false,past habitual,even1259
even1259_461,PL,true,plural,even1259
even1259_462,PLAY,false,affix for 'play',even1259
even1259_463,PLSTEM,false,plural stem,even1259
even1259_464,PNEG,false,(unclear),even1259
even1259_465,PPF,false,pluperfect,even1259
even1259_466,PREDEST,false,(unclear),even1259
even1259_467,PRGRN,false,departure to perform an action,even1259
even1259_468,PROB,false,probability,even1259
even1259_469,PROL,false,prolative case,even1259
even1259_470,PROPR,false,property,even1259
even1259_471,PROSP,false,prospective aspect,even1259
even1259_472,PRS,true,present,even1259
even1259_473,PSIM,false,simple past,even1259
even1259_474,PST,true,past,even1259
even1259_475,PURP,false,purpose,even1259
even1259_476,QA,false,quick action marker,even1259
even1259_477,QUEST,false,(unclear),even1259
even1259_478,RECIP,true,reciprocal,even1259
even1259_479,REL,false,relative tense,even1259
even1259_480,RESID,false,resident,even1259
even1259_481,RFL,true,reflexive,even1259
even1259_482,SG,true,singular,even1259
even1259_483,SIM,false,similarity,even1259
even1259_484,SLIP,false,slip of the tongue,even1259
even1259_485,STAT,false,stative,even1259
even1259_486,SUPERL,false,superlative,even1259
even1259_487,TR,true,transitive,even1259
even1259_488,VBLZ,false,verbalizer,even1259
even1259_489,VBLZ.FAG,false,verbalizer (unclear for what),even1259
even1259_490,VOC,true,vocative,even1259
goem1240_491,1,false,first person,goem1240
goem1240_492,2,false,second person,goem1240
goem1240_493,3,false,third person,goem1240
goem1240_494,ADVZ,false,adverbializer,goem1240
goem1240_495,ANT,false,anterior,goem1240
goem1240_496,ASSOC,false,associative,goem1240
goem1240_497,BEN,true,benefactive,goem1240
goem1240_498,COM,true,comitative,goem1240
goem1240_499,COMIT,true,comitative,goem1240
goem1240_500,COMP,true,complementizer,goem1240
goem1240_501,COND,true,conditional,goem1240
goem1240_502,DEF,true,definite,goem1240
goem1240_503,DEM,true,demonstrative,goem1240
goem1240_504,DEM.DIST,false,demonstrative distal,goem1240
goem1240_505,DIM,false,diminuitive,goem1240
goem1240_506,DIR,false,direction/vicinity of ,goem1240
goem1240_507,EMPH,false,emphasis,goem1240
goem1240_508,FOC,true,focus,goem1240
goem1240_509,FUT.CL,false,close future,goem1240
goem1240_510,GEN,true,genitive,goem1240
goem1240_511,HAB,false,habitual,goem1240
goem1240_512,HOW/WHERE,false,manner/locative nominalizer,goem1240
goem1240_513,I,false,independent pronoun,goem1240
goem1240_514,INTERR,false,interrogative,goem1240
goem1240_515,IRR,true,irrealis,goem1240
goem1240_516,LOC,true,locative,goem1240
goem1240_517,LOC.ANAPH,false,locative anaphor,goem1240
goem1240_518,LogA,false,logophoric addressee,goem1240
