ID,Gloss,LGR,Meaning,Glottocode
sanz1248_1562,PFV,true,perfective,sanz1248
sanz1248_1563,PL,true,plural,sanz1248
sanz1248_1564,POST,false,spatial case 'behind',sanz1248
sanz1248_1565,PRET,false,preterite,sanz1248
sanz1248_1566,PROH,false,prohibitive,sanz1248
sanz1248_1567,PRS,true,present,sanz1248
sanz1248_1568,PRT,false,particle,sanz1248
sanz1248_1569,PST,true,past,sanz1248
sanz1248_1570,PTCP,true,participle,sanz1248
sanz1248_1571,REFL,true,reflexive,sanz1248
sanz1248_1572,SG,true,singular,sanz1248
sanz1248_1573,SPR,false,spatial case 'on',sanz1248
sanz1248_1574,SUB,false,spatial case 'under',sanz1248
savo1255_1575,1,false,first person,savo1255
savo1255_1576,2,false,second person,savo1255
savo1255_1577,3,false,third person,savo1255
savo1255_1578,ABL,true,ablative,savo1255
savo1255_1579,AFF,false,affirmative,savo1255
savo1255_1580,ANT,false,anticipatory,savo1255
savo1255_1581,APPR,false,apprehensive,savo1255
savo1255_1582,ATT,false,attributive marker,savo1255
savo1255_1583,BG,false,background,savo1255
savo1255_1584,CERT,false,certainty marker,savo1255
savo1255_1585,CONJ,false,conjunction,savo1255
savo1255_1586,CONSEC,false,consecutively,savo1255
savo1255_1587,DET,true,determiner,savo1255
savo1255_1588,DETR,false,detransitivizing suffix,savo1255
savo1255_1589,DISTR,false,distributive,savo1255
savo1255_1590,DU ,true,dual,savo1255
savo1255_1591,DUR,true,durative,savo1255
savo1255_1592,EMPH,false,emphasis,savo1255
savo1255_1593,EP,false,epenthetic vowel,savo1255
savo1255_1594,EX ,true,exclusive,savo1255
savo1255_1595,EXCL,true,exclusive,savo1255
savo1255_1596,FIN,false,finiteness marker,savo1255
savo1255_1597,FUT,true,future,savo1255
savo1255_1598,GEN ,true,genitive,savo1255
savo1255_1599,IMP,true,imperative,savo1255
savo1255_1600,IN,true,inclusive,savo1255
savo1255_1601,INGR,false,ingressive,savo1255
savo1255_1602,IPFV,true,imperfective,savo1255
savo1255_1603,IRR,true,irrealis,savo1255
savo1255_1604,ITER,false,iterative,savo1255
savo1255_1605,LOC,false,locational,savo1255
savo1255_1606,M,true,masculine,savo1255
savo1255_1607,NMLZ,true,nominalizer,savo1255
savo1255_1608,NOM,true,nominative,savo1255
savo1255_1609,NSG,false,non-singular,savo1255
savo1255_1610,O,true,object,savo1255
savo1255_1611,PL,true,plural,savo1255
savo1255_1612,PRIV,false,privative,savo1255
savo1255_1613,PROPR,false,proprietive,savo1255
savo1255_1614,PROX,true,proximal,savo1255
savo1255_1615,PROX,true,PROXIMAL,savo1255
savo1255_1616,PRS,true,present,savo1255
savo1255_1617,PST ,true,past,savo1255
savo1255_1618,RECIP,true,reciprocal,savo1255
savo1255_1619,REL,false,relativizer,savo1255
savo1255_1620,SG,true,singular,savo1255
savo1255_1621,SIM,false,simultaneous,savo1255
savo1255_1622,SS,false,same subject,savo1255
savo1255_1623,TE,false,(unclear),savo1255
savo1255_1624,TR,false,transitivizing suffix,savo1255
savo1255_1625,VERB,false,verbializer,savo1255
savo1255_1626,VR,false,(unclear),savo1255
savo1255_1627,ZE,false,(unclear),savo1255
sout2856_1628,1,false,first person,sout2856
sout2856_1629,2,false,second person,sout2856
sout2856_1630,3,false,third person,sout2856
sout2856_1631,DST,false,distant particle,sout2856
sout2856_1632,TS,false,transitive suffix,sout2856
sout2856_1633,AD,false,addressee deictic,sout2856
sout2856_1634,BEN,true,benefactive,sout2856
sout2856_1635,CND,true,conditional,sout2856
sout2856_1636,COMP,true,complementizer,sout2856
sout2856_1637,COND,true,conditional,sout2856
sout2856_1638,D,true,dual,sout2856
sout2856_1639,DEM,true,demonstrative,sout2856
sout2856_1640,DET,true,determiner,sout2856
sout2856_1641,DP,false,direct possession,sout2856
sout2856_1642,DP,false,direct possession,sout2856
sout2856_1643,EMPH,false,EMPH,sout2856
sout2856_1644,ES,false,echo-subject,sout2856
sout2856_1645,EXCL,true,exclusive,sout2856
sout2856_1646,HAB,false,habitual,sout2856
sout2856_1647,HABIT,false,habitual,sout2856
sout2856_1648,HES,false,hesitation,sout2856
sout2856_1649,HESIT,false,hesitation marker,sout2856
sout2856_1650,INCH,false,inchoative,sout2856
sout2856_1651,incl,true,inclusive,sout2856
sout2856_1652,INT,false,intensifier,sout2856
sout2856_1653,IR,true,irrealis,sout2856
sout2856_1654,IRS,false,irrealis subject,sout2856
sout2856_1655,LOC,true,locative,sout2856
sout2856_1656,NC,false,not considered,sout2856
sout2856_1657,NEG,true,negation,sout2856
sout2856_1658,NEG2,false,second negation particle,sout2856
sout2856_1659,NMLS,false,nominalizer,sout2856
sout2856_1660,NR,false,NC typo,sout2856
sout2856_1661,O,true,object,sout2856
sout2856_1662,OBL,true,oblique,sout2856
sout2856_1663,P,true,plural,sout2856
sout2856_1664,PERF,true,perfect,sout2856
sout2856_1665,PF,true,perfect,sout2856
sout2856_1666,PN,false,proper name,sout2856
sout2856_1667,POS,false,possessive,sout2856
sout2856_1668,PREP,false,preposition,sout2856
sout2856_1669,PROG,true,progressive,sout2856
sout2856_1670,PS,false,perfect subject,sout2856
sout2856_1671,PSP,false,prospective,sout2856
sout2856_1672,PURP,false,purpose 'in order to',sout2856
sout2856_1673,RECP,true,reciprocal,sout2856
sout2856_1674,REFL,true,reflexive,sout2856
sout2856_1675,REL,false,relativizer,sout2856
sout2856_1676,RS,false,realis subject,sout2856
sout2856_1677,S,true,singular,sout2856
sout2856_1678,SUB,false,subordinator,sout2856
sout2856_1679,TOP,true,topic,sout2856
sout2856_1680,TR,false,transitivizer,sout2856
sout2856_1681,TS,false,transitive suffix,sout2856
sout2856_1682,V,false,epenthetic vowel preceding DP suffix,sout2856
sout3282_1683,1,false,first person,sout3282
sout3282_1684,2,false,second person,sout3282
sout3282_1685,3,false,third person,sout3282
sout3282_1686,DIST,true,distal,sout3282
sout3282_1687,F,true,feminine,sout3282
sout3282_1688,IMP,true,imperative,sout3282
sout3282_1689,INF,true,infinitive,sout3282
sout3282_1690,M,true,masculine,sout3282
sout3282_1691,N,true,neuter,sout3282
sout3282_1692,NEG,true,negation,sout3282
sout3282_1693,[INT],false,interviewer,sout3282
sout3282_1694,HORT,false,hortative,sout3282
sout3282_1695,NC,false,not considered,sout3282
sout3282_1696,TAG,false,tag question,sout3282
sout3282_1697,CMPR,false,comparative,sout3282
sout3282_1698,NC3PL,false,not considered,sout3282
sout3282_1699,SUPR,false,superlative,sout3282
sout3282_1700,OBL,true,oblique,sout3282
sout3282_1701,PL,true,plural,sout3282
sout3282_1702,POSS,true,possessive,sout3282
sout3282_1703,PROX,true,proximal/proximate,sout3282
sout3282_1704,PRS,true,present,sout3282
sout3282_1705,PST,true,past,sout3282
sout3282_1706,PTCP,true,participle,sout3282
sout3282_1707,REFL,true,reflexive,sout3282
sout3282_1708,SG,true,singular,sout3282
sout3282_1709,SUBJ,true,subjunctive,sout3282
sumi1235_1710,1,false,first person ,sumi1235
sumi1235_1711,2,false,second person,sumi1235
sumi1235_1712,3,false,third person,sumi1235
sumi1235_1713,ABIL,false,ability,sumi1235
sumi1235_1714,ABL,true,ablative,sumi1235
sumi1235_1715,ADJ,true,adjective,sumi1235
sumi1235_1716,ADV,true,adverb,sumi1235
sumi1235_1717,AGT,false,(unclear),sumi1235
sumi1235_1718,ALL,true,allative,sumi1235
sumi1235_1719,AM,false,(unclear),sumi1235
sumi1235_1720,ASSOC,false,associative,sumi1235
sumi1235_1721,AUX,true,auxiliary,sumi1235
sumi1235_1722,BEN,true,benefactive,sumi1235
sumi1235_1723,CAUS,true,causative,sumi1235
sumi1235_1724,COM,true,comitative,sumi1235
sumi1235_1725,COMP,true,complementizer,sumi1235
sumi1235_1726,CONN,false,connective,sumi1235
sumi1235_1727,CONT,false,continuative,sumi1235
sumi1235_1728,COP,true,copula,sumi1235
sumi1235_1729,CPL,false,(unclear),sumi1235
sumi1235_1730,DEF,true,definite,sumi1235
sumi1235_1731,DES,false,(unclear),sumi1235
sumi1235_1732,DIST,true,distal,sumi1235
sumi1235_1733,DISTR,true,distributive,sumi1235
sumi1235_1734,DP,false,(unclear),sumi1235
sumi1235_1735,DU,true,dual,sumi1235
sumi1235_1736,EMPH,false,emphasizer,sumi1235
sumi1235_1737,EXCL,true,exclusive,sumi1235
sumi1235_1738,EXIST,false,existential,sumi1235
sumi1235_1739,FOC,true,focus,sumi1235
sumi1235_1740,FUT,true,future,sumi1235
sumi1235_1741,HAB,false,habitual,sumi1235
sumi1235_1742,HORT,false,hortative,sumi1235
sumi1235_1743,IMP,true,imperative,sumi1235
sumi1235_1744,IMPRF,true,imperfective,sumi1235
sumi1235_1745,INCEP,false,inceptive,sumi1235
sumi1235_1746,INST,true,instrumental,sumi1235
sumi1235_1747,LOC,true,locative,sumi1235
sumi1235_1748,MED,false,medial,sumi1235
sumi1235_1749,NEG,true,negative,sumi1235
sumi1235_1750,NRL,true,nominalizer,sumi1235
sumi1235_1751,NZP,false,(unclear),sumi1235
sumi1235_1752,NZR,true,nominalizer,sumi1235
sumi1235_1753,PART,false,(unclear),sumi1235
sumi1235_1754,PL,true,plural,sumi1235
sumi1235_1755,POS,true,possesive,sumi1235
sumi1235_1756,PRES,true,present,sumi1235
sumi1235_1757,PRF,true,perfect,sumi1235
sumi1235_1758,PROG,true,progressive,sumi1235
sumi1235_1759,PROS,false,(unclear),sumi1235
sumi1235_1760,PRT,false,(unclear),sumi1235
sumi1235_1761,PRX,true,proximal,sumi1235
sumi1235_1762,Q,true,question marker,sumi1235
sumi1235_1763,QUOT,true,quotative,sumi1235
sumi1235_1764,RECP,true,reciprocal,sumi1235
sumi1235_1765,SG,true,singular,sumi1235
sumi1235_1766,SUPR,false,superlative,sumi1235
sumi1235_1767,TOP,true,topic,sumi1235
sumi1235_1768,VM,false,(unclear),sumi1235
taba1259_1769,1,false,first person,taba1259
taba1259_1770,2,false,second person,taba1259
taba1259_1771,3,false,third person,taba1259
taba1259_1772,ABS,true,absolutive,taba1259
taba1259_1773,ABSTR,false,abstract,taba1259
taba1259_1774,ADD,false,additive,taba1259
taba1259_1775,ADV,true,adverbial,taba1259
taba1259_1776,AG,false,agent,taba1259
taba1259_1777,AOR,false,aorist,taba1259
taba1259_1778,APUD,false,"spatial case ‘by, near’",taba1259
taba1259_1779,ATTR,false,attributive,taba1259
taba1259_1780,CIT,false,verb k’ur ‘say.FUT’ used as a quotative,taba1259
taba1259_1781,COM,true,comitative,taba1259
taba1259_1782,COMP,false,comparative particle,taba1259
taba1259_1783,COND,true,conditional,taba1259
taba1259_1784,CONT,false,continuative,taba1259
taba1259_1785,CONTR,false,contrastive,taba1259
taba1259_1786,COP,true,copula,taba1259
taba1259_1787,DAT,true,dative,taba1259
taba1259_1788,DEF,true,definite,taba1259
taba1259_1789,DIR,false,spatial case ‘to’,taba1259
taba1259_1790,DIST,true,distal,taba1259
taba1259_1791,DOWN,false,prefixal marker in demonstrative pronoun ‘downwards’,taba1259
taba1259_1792,ELAT,false,elative,taba1259
taba1259_1793,EMPH,false,emphasis,taba1259
taba1259_1794,ERG,true,ergative,taba1259
taba1259_1795,EXCL,true,exclusive,taba1259
taba1259_1796,FOC,true,focal particle,taba1259
taba1259_1797,FUT,true,future,taba1259
taba1259_1798,GEN,true,genitive,taba1259
taba1259_1799,HSG,false,human singular,taba1259
taba1259_1800,ICVB,false,imperfective converb,taba1259
taba1259_1801,IMP,true,imperative,taba1259
taba1259_1802,IN,false,spatial case ‘in’,taba1259
taba1259_1803,INCL,true,inclusive,taba1259
taba1259_1804,INDEF,true,indefinite,taba1259
taba1259_1805,INF,true,infinitive,taba1259
taba1259_1806,INTER,false,spatial case ‘between’,taba1259
taba1259_1807,INTERJ,false,interjection,taba1259
taba1259_1808,IPFV,true,imperfective,taba1259
taba1259_1809,JUSS,false,jussive,taba1259
taba1259_1810,LAT,false,lative,taba1259
taba1259_1811,LOC,true,locative,taba1259
taba1259_1812,MSD,false,masdar,taba1259
taba1259_1813,NEG,true,negative,taba1259
taba1259_1814,NMLZ,true,nominalization,taba1259
taba1259_1815,NSG,false,neuter singular,taba1259
taba1259_1816,ORD,false,ordinal number,taba1259
taba1259_1817,PAT,false,patient,taba1259
taba1259_1818,PCVB,false,perfective converb,taba1259
taba1259_1819,PFV,true,perfective,taba1259
taba1259_1820,PL,true,plural,taba1259
taba1259_1821,POSS,true,possessive,taba1259
taba1259_1822,POST,false,"spatial case ‘behind, after’",taba1259
taba1259_1823,PROH,true,prohibitive,taba1259
taba1259_1824,PROX,true,proximal,taba1259
taba1259_1825,PRS,true,present,taba1259
taba1259_1826,PRT,false,particle,taba1259
taba1259_1827,PST,true,past,taba1259
taba1259_1828,PTCP,true,participle,taba1259
taba1259_1829,Q,true,question particle,taba1259
taba1259_1830,REFL,true,reflexive,taba1259
taba1259_1831,RES,true,resultative,taba1259
taba1259_1832,SG,true,singular,taba1259
taba1259_1833,SUB,false,spatial case ‘under’,taba1259
taba1259_1834,SUPER,false,spatial case ‘on’,taba1259
taba1259_1835,TEMP,false,temporal marker ‘when’,taba1259
taba1259_1836,VOC,true,vocative,taba1259
teop1238_1837,1,false,first person,teop1238
teop1238_1838,2,false,second person,teop1238
teop1238_1839,3,false,third person,teop1238
teop1238_1840,4,false,4th person,teop1238
teop1238_1841,ACAUS,false,anticausative,teop1238
teop1238_1842,ADJR,false,adjectivalizer,teop1238
teop1238_1843,ADV,false,adverbalizer,teop1238
teop1238_1844,ADVR,false,adverbalizer,teop1238
teop1238_1845,ANA,false,anaphoric adnominal demonstrative,teop1238
teop1238_1846,and3,false,conjunction type 3,teop1238
teop1238_1847,and4,false,conjunction type 4,teop1238
teop1238_1848,APPL,true,applicative,teop1238
teop1238_1849,ART2,true,basic specific article for second class nouns,teop1238
teop1238_1850,ART2,true,basic specific article for nouns of class 2,teop1238
teop1238_1851,ART3,true,basic specific article for class 3 nouns,teop1238
teop1238_1852,CAUS,true,causative,teop1238
teop1238_1853,COMP1,true,complementizer,teop1238
teop1238_1854,COMPL1,true,complementizer type 1,teop1238
teop1238_1855,COMPL2,true,complementizer type 2,teop1238
teop1238_1856,CONSEC,false,consecutive marker,teop1238
teop1238_1857,CONT,false,adverb indicating event lasts for a while,teop1238
teop1238_1858,DAT,true,dative ,teop1238
teop1238_1859,DEM1,true,demonstrative type 1,teop1238
teop1238_1860,DEM2,true,demonstrative type 2,teop1238
teop1238_1861,DEM2,true,demonstrative type 2,teop1238
teop1238_1862,DEM3,true,demonstrative type 3,teop1238
teop1238_1863,DEM4,false,demonstrative type 4,teop1238
teop1238_1864,DEM5,true,demonstrative type 5,teop1238
teop1238_1865,DEM6,true,demonstrative type 6,teop1238
teop1238_1866,DEREL,false,derelational suffix,teop1238
teop1238_1867,DIM,false,diminuitive,teop1238
teop1238_1868,DYAD,false,2nd class noun referring to 2+ people in reciprocal kin relationship,teop1238
teop1238_1869,EMPH2,false,emphatic particle,teop1238
teop1238_1870,EX,true,exclusive,teop1238
teop1238_1871,EXC,true,exclusive,teop1238
teop1238_1872,GOAL,false,movement goal,teop1238
teop1238_1873,H,false,(unclear),teop1238
teop1238_1874,IMM,false,immediatness marker,teop1238
teop1238_1875,IN,true,inclsuive,teop1238
teop1238_1876,INDEF2,true,indefinite for 2nd class nouns,teop1238
teop1238_1877,INDEF3,true,indefinite for 3rd class nouns,teop1238
teop1238_1878,INTERJ,false,interjection,teop1238
teop1238_1879,IPFV,true,imperfective,teop1238
teop1238_1880,LNK,false,linker,teop1238
teop1238_1881,MULT,false,verb prefix indicating repetition and 2+ participants,teop1238
teop1238_1882,NC,false,not considered,teop1238
teop1238_1883,NEG,true,negation,teop1238
teop1238_1884,NSPEC2,false,non-specific article for 2nd class nouns,teop1238
teop1238_1885,NSPEC3,false,non-specific article for third class nouns,teop1238
teop1238_1886,OBJ,false,object marker,teop1238
teop1238_1887,OBJM,false,object marker,teop1238
teop1238_1888,one2,false,one' for class 2 nouns,teop1238
teop1238_1889,one3,false,one' for class 3 nouns,teop1238
teop1238_1890,ORD,false,ordinal numbers prefix,teop1238
teop1238_1891,other2,false,other' for class 2 nouns,teop1238
teop1238_1892,other3,false,other' for class 3 nouns,teop1238
teop1238_1893,PART,false,partitive,teop1238
teop1238_1894,PL,true,plural,teop1238
teop1238_1895,PLM,false,plural marker,teop1238
teop1238_1896,PN,false,personal name,teop1238
teop1238_1897,POSS,true,possessive,teop1238
teop1238_1898,PREP,false,preposition,teop1238
teop1238_1899,PRON,false,personal pronoun,teop1238
teop1238_1900,PTCL2,false,particle,teop1238
teop1238_1901,RED,false,reduplication,teop1238
teop1238_1902,REL,false,particle introducing relative clauses,teop1238
teop1238_1903,SG,true,singular,teop1238
teop1238_1904,TAM1,false,tense/aspect/mood marker 1,teop1238
teop1238_1905,TAM2,false,tense/aspect/mood marker 2,teop1238
teop1238_1906,TAM3,false,tense/aspect/mood marker 3,teop1238
teop1238_1907,TAM4,false,tense/aspect/mood marker 4,teop1238
teop1238_1908,two2,false,two' for second class nouns,teop1238
teop1238_1909,ZERO,false,empty argument position that refers to unambiguously retrievable argument,teop1238
texi1237_1910,1,false,first person,texi1237
texi1237_1911,1/2,false,,texi1237
texi1237_1912,1/3,false,,texi1237
texi1237_1913,2,false,second person,texi1237
texi1237_1914,2/1,false,second person agent acting on first person patient,texi1237
texi1237_1915,2/3,false,second person agent acting on third person patient,texi1237
texi1237_1916,3,false,third person,texi1237
texi1237_1917,3/1,false,third person agent acting on first person patient,texi1237
texi1237_1918,3/2,false,third person agent acting on second person patient,texi1237
texi1237_1919,3/3,false,third person agent acting on third person patient,texi1237
texi1237_1920,A,true,ergative/ possessive,texi1237
texi1237_1921,ADJ,true,adjective,texi1237
texi1237_1922,AP,false,(unclear),texi1237
texi1237_1923,APL,false,aplicative,texi1237
texi1237_1924,AUM,false,augmentative,texi1237
texi1237_1925,AUX,true,auxiliary,texi1237
texi1237_1926,B,true,absolutive,texi1237
texi1237_1927,CAUS,true,causative,texi1237
texi1237_1928,CN,true,numeral classifier,texi1237
texi1237_1929,CONFAC,false,(unclear),texi1237
texi1237_1930,CUOT,true,quotative,texi1237
texi1237_1931,DEF,true,defnite,texi1237
texi1237_1932,DEP,false,dependent,texi1237
texi1237_1933,DES,false,desiderative,texi1237
texi1237_1934,DF,false,diffuse action,texi1237
texi1237_1935,DIM,false,diminutive,texi1237
texi1237_1936,DISTR,true,distributive,texi1237
texi1237_1937,EST.POS,false,stative positional verb,texi1237
texi1237_1938,EXCL,true,exclusive,texi1237
texi1237_1939,FI,false,(unclear),texi1237
texi1237_1940,FUT,true,future,texi1237
texi1237_1941,IMP,true,imperative,texi1237
texi1237_1942,IN,false,(unclear),texi1237
texi1237_1943,INC,false,incoative,texi1237
texi1237_1944,INSTR,true,instrumental,texi1237
texi1237_1945,INT,false,intensive,texi1237
texi1237_1946,IPFV,true,imperfective,texi1237
texi1237_1947,IT,false,intensive translative,texi1237
texi1237_1948,ITER,false,iterative,texi1237
texi1237_1949,LIM,false,(unclear),texi1237
texi1237_1950,LOC,true,locative,texi1237
texi1237_1951,NEG,true,negative,texi1237
texi1237_1952,NOM,true,nominative,texi1237
texi1237_1953,ONOM,false,onomatopeia,texi1237
texi1237_1954,PART,false,(unclear),texi1237
texi1237_1955,PE,false,(unclear),texi1237
texi1237_1956,PERM,false,permisive,texi1237
texi1237_1957,PFV,true,perfective,texi1237
texi1237_1958,PL,true,plural,texi1237
texi1237_1959,POS,false,positional,texi1237
texi1237_1960,PP,false,(unclear),texi1237
texi1237_1961,PRON,false,pronoun,texi1237
texi1237_1962,PSD,false,conditional past ,texi1237
texi1237_1963,PSV,true,passive,texi1237
texi1237_1964,REC,true,reciprocal,texi1237
texi1237_1965,REFL,true,reflexive,texi1237
texi1237_1966,REL,true,relativizer,texi1237
texi1237_1967,RPD,false,(unclear),texi1237
texi1237_1968,TRAS,false,translative,texi1237
texi1237_1969,VRB,false,verbalizer,texi1237
vera1241_1970,1,false,first person,vera1241
vera1241_1971,2,false,second person,vera1241
vera1241_1972,3,false,third person,vera1241
vera1241_1973,TL,false,trial,vera1241
vera1241_1974,A,false,transitive subject,vera1241
vera1241_1975,ABIL,false,ability,vera1241
vera1241_1976,ABL,true,ablative,vera1241
vera1241_1977,ADN,false,adnominal,vera1241
vera1241_1978,ART,true,article,vera1241
vera1241_1979,ASS,false,associative,vera1241
vera1241_1980,BED,false,possessive classifier for bed possession,vera1241
vera1241_1981,CARD,false,cardinal numeral,vera1241
vera1241_1982,CAT,false,cataphoric,vera1241
vera1241_1983,CC,false,clause combining particle,vera1241
vera1241_1984,CL,true,classifier,vera1241
vera1241_1985,COM,true,comitative,vera1241
vera1241_1986,CPL,true,complementizer,vera1241
vera1241_1987,CPL,false,complementizer,vera1241
vera1241_1988,CS,false,construct suffix,vera1241
vera1241_1989,DAT,true,dative,vera1241
vera1241_1990,DEICT,false,deictic,vera1241
vera1241_1991,DEL,false,delimitative,vera1241
vera1241_1992,DEM,true,demonstrative,vera1241
vera1241_1993,DIR,false,directional,vera1241
vera1241_1994,DIS,false,dissociative possessive suffix,vera1241
vera1241_1995,DISC,false,discourse particle,vera1241
vera1241_1996,DL,true,dual,vera1241
vera1241_1997,DOM,false,possessive classifier for domestic possession,vera1241
vera1241_1998,DRINK,false,possessive classifier for drink possession,vera1241
vera1241_1999,EAT,false,possessive classifier for eating possession,vera1241
vera1241_2000,EMPH,false,emphatic,vera1241
vera1241_2001,EMPH,false,emphatic particle,vera1241
vera1241_2002,EV,false,epenthetic vowel,vera1241
vera1241_2003,EX,true,exclusive,vera1241
vera1241_2004,FUT,true,future,vera1241
vera1241_2005,GEN,true,genitive,vera1241
vera1241_2006,HES,false,hesitation,vera1241
vera1241_2007,HOUSE,false,possessive classifier for house possession,vera1241
vera1241_2008,IMM,false,immediacy,vera1241
vera1241_2009,IN,true,inclusive,vera1241
vera1241_2010,INABIL1,false,inability,vera1241
vera1241_2011,INTENS,false,intensifier,vera1241
vera1241_2012,INTERJ,false,interjection,vera1241
vera1241_2013,INTERJ,false,interjection,vera1241
vera1241_2014,LOC,true,locative,vera1241
vera1241_2015,MAN,false,manner adverb,vera1241
vera1241_2016,MULT,false,multipicative,vera1241
vera1241_2017,NC,false,not considered,vera1241
vera1241_2018,NEG,true,negation,vera1241
vera1241_2019,NMLZ,true,nominalization,vera1241
vera1241_2020,NSG,false,nonsingular,vera1241
vera1241_2021,NUM,false,numeral prefix,vera1241
vera1241_2022,NY,false,not yet' negation,vera1241
vera1241_2023,OBL,true,oblique,vera1241
vera1241_2024,ORD,false,ordinal quantifier,vera1241
vera1241_2025,PART,false,partitive article,vera1241
vera1241_2026,PERS,false,personal,vera1241
vera1241_2027,PFV,true,perfective,vera1241
vera1241_2028,PL,true,plural,vera1241
vera1241_2029,POSS,true,possessive,vera1241
vera1241_2030,PRO,false,pronoun,vera1241
vera1241_2031,PROH,false,prohibitive,vera1241
vera1241_2032,PROH,false,prohibitive ,vera1241
vera1241_2033,PROSP,false,prospective marker,vera1241
vera1241_2034,PROX,true,proximal,vera1241
vera1241_2035,PURP,false,purpose,vera1241
vera1241_2036,QUOT,true,quotative,vera1241
vera1241_2037,RCP,true,reciprocal,vera1241
vera1241_2038,REC,false,reciprocal prefix,vera1241
vera1241_2039,RED,false,reduplication,vera1241
vera1241_2040,REL,false,relativizer,vera1241
vera1241_2041,REL,false,relativizer,vera1241
vera1241_2042,REM,false,remote past,vera1241
vera1241_2043,SG,true,singular,vera1241
vera1241_2044,SIM,false,simultaneity,vera1241
vera1241_2045,SP,false,specific,vera1241
vera1241_2046,STAT,false,stative,vera1241
vera1241_2047,TAM,false,tense aspect mood ,vera1241
vera1241_2048,TAM1,false,tense aspect mood 1 ,vera1241
vera1241_2049,TEMP,false,temporial adverb,vera1241
vera1241_2050,THING,false,placeholder word,vera1241
vera1241_2051,VES,false,possessive classifier for vessel possession,vera1241
vera1241_2052,VOC,true,vocative,vera1241
vera1241_2053,ZERO,false,zero ,vera1241
